timestep,agent_name,actor_type,actor_id,bank_id,bank_name,base_reputation_score,current_reputation_score,reputation_source,reputation_notes,action_type,action_detail,visibility,reasoning_summary,action_sequence,intra_timestep_sequence,action_id,depends_on_action_id,source_snapshot_timestep,committed_timestep,validation_status,validation_errors,repair_notes,raw_row_json,advisor_callback_enabled,preapproved_offer_enabled,documentation_friction_score,counter_offer_enabled,average_approval_time_days,relationship_discount_bps,digital_friction_score,comparison_portal_optimised,instant_document_validation_enabled,abandoned_application_followup_enabled,parameters
8,bank_agent,bank,B002,B002,,,,,,strategy,"The price war continues unabated. Despite our significant rate cuts last timestep, DKB and ING remain the top-ranked banks. To challenge their leadership and capture more market share, we will continue our aggressive pricing strategy. We are making further modest rate cuts to our Green Energy, Car, and Personal Loan products. This will be supported by a sustained, large-scale marketing campaign to ensure the market is aware of our commitment to offering leading rates.",private,,1,1,A018_11,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The price war continues unabated. Despite our significant rate cuts last timestep, DKB and ING remain the top-ranked banks. To challenge their leadership and capture more market share, we will continue our aggressive pricing strategy. We are making further modest rate cuts to our Green Energy, Car, and Personal Loan products. This will be supported by a sustained, large-scale marketing campaign to ensure the market is aware of our commitment to offering leading rates."", ""action_id"": ""A018"", ""action_sequence"": 1, ""action_type"": ""strategy"", ""actor_id"": ""B002"", ""actor_type"": ""bank"", ""bank_id"": ""B002"", ""timestep"": 8, ""visibility"": ""private""}'}"
8,bank_agent,bank,B005,B005,,,,,,PricingManagement,"{""description"": ""Maintain the aggressive, low-interest rates on Personal and Green Energy loans from the previous timestep to continue fighting in the price war and solidify our market position.""}",private,,1,1,B005-A-10,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""{\\""description\\"": \\""Maintain the aggressive, low-interest rates on Personal and Green Energy loans from the previous timestep to continue fighting in the price war and solidify our market position.\\""}"", ""action_id"": ""B005-A-10"", ""action_sequence"": 1, ""action_type"": ""PricingManagement"", ""actor_id"": ""B005"", ""actor_type"": ""bank"", ""bank_id"": ""B005"", ""timestep"": 8, ""visibility"": ""private""}'}"
8,bank_agent,bank,B005,B005,,,,,,MarketingCampaign,"{""description"": ""Continue the marketing push to raise awareness of our market-leading low interest rates for Personal and Green Energy loans, emphasizing our commitment to providing value during this competitive price war. We will highlight our offers on online advertising and comparison portals.""}",private,,3,3,B005-A-11,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""{\\""description\\"": \\""Continue the marketing push to raise awareness of our market-leading low interest rates for Personal and Green Energy loans, emphasizing our commitment to providing value during this competitive price war. We will highlight our offers on online advertising and comparison portals.\\""}"", ""action_id"": ""B005-A-11"", ""action_sequence"": 3, ""action_type"": ""MarketingCampaign"", ""actor_id"": ""B005"", ""actor_type"": ""bank"", ""bank_id"": ""B005"", ""timestep"": 8, ""visibility"": ""private""}'}"
8,bank_agent,bank,B001,B001,,,,,,management,,private,,1,1,B001-action-8,,7,8,,,,,,,,,,,,,,,"{'action_detail': 'The price war continues. We will maintain our aggressive interest rates from the previous timestep and launch a major marketing campaign to amplify our competitive position. Our goal is to capture market share by highlighting our favorable rates while competitors are also focused on price-based competition.', 'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B001-action-8"", ""action_sequence"": 1, ""action_type"": ""management"", ""actor_id"": ""B001"", ""actor_type"": ""bank"", ""bank_id"": ""B001"", ""parameters"": {""action_detail"": ""The price war continues. We will maintain our aggressive interest rates from the previous timestep and launch a major marketing campaign to amplify our competitive position. Our goal is to capture market share by highlighting our favorable rates while competitors are also focused on price-based competition.""}, ""timestep"": 8, ""visibility"": ""private""}'}"
8,bank_agent,bank,B006,B006,,,,,,UPDATE_OFFERS,"The price war continues unabated. Despite our aggressive rate cuts last timestep, competitors DKB and ING remain dominant. We are doubling down on our strategy by further slashing interest rates across all our loan products to challenge for the #1 market position.",public,,1,1,B006-action-8-1,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The price war continues unabated. Despite our aggressive rate cuts last timestep, competitors DKB and ING remain dominant. We are doubling down on our strategy by further slashing interest rates across all our loan products to challenge for the #1 market position."", ""action_id"": ""B006-action-8-1"", ""action_sequence"": 1, ""action_type"": ""UPDATE_OFFERS"", ""actor_id"": ""B006"", ""actor_type"": ""bank"", ""bank_id"": ""B006"", ""timestep"": 8, ""visibility"": ""public""}'}"
9,bank_agent,bank,B004,B004,,,,,,management_decision,"The price war continues to escalate. To solidify our #1 market position, we are launching a ""Price War Champion"" campaign. This involves another strategic reduction in our interest rates across all loan products to ensure we remain the undisputed market leader.",public,,1,1,A021,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The price war continues to escalate. To solidify our #1 market position, we are launching a \\""Price War Champion\\"" campaign. This involves another strategic reduction in our interest rates across all loan products to ensure we remain the undisputed market leader."", ""action_id"": ""A021"", ""action_sequence"": 1, ""action_type"": ""management_decision"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B004,B004,,,,,,rate_change,"We are lowering the interest rate on our DKB Personal Loan to solidify our position as the ""Price War Champion"".",public,,2,2,A022,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""We are lowering the interest rate on our DKB Personal Loan to solidify our position as the \\""Price War Champion\\""."", ""action_id"": ""A022"", ""action_sequence"": 2, ""action_type"": ""rate_change"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B004,B004,,,,,,rate_change,"We are cutting the rate on our DKB Car Loan, reinforcing our ""Price War Champion"" status in the auto loan segment.",public,,3,3,A023,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""We are cutting the rate on our DKB Car Loan, reinforcing our \\""Price War Champion\\"" status in the auto loan segment."", ""action_id"": ""A023"", ""action_sequence"": 3, ""action_type"": ""rate_change"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B004,B004,,,,,,rate_change,"To maintain our leadership in sustainable finance, we are reducing the interest rate on our DKB Green Energy Loan as part of our ""Price War Champion"" initiative.",public,,4,4,A024,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""To maintain our leadership in sustainable finance, we are reducing the interest rate on our DKB Green Energy Loan as part of our \\""Price War Champion\\"" initiative."", ""action_id"": ""A024"", ""action_sequence"": 4, ""action_type"": ""rate_change"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B003,B003,,,,,,publish_offers,Continue aggressive price-cutting strategy to challenge market leader DKB (B004) and gain market share in the ongoing price war. Lowering rates on all loan products and launching a supporting marketing campaign.,private,,1,1,B003_action_timestep_9,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Continue aggressive price-cutting strategy to challenge market leader DKB (B004) and gain market share in the ongoing price war. Lowering rates on all loan products and launching a supporting marketing campaign."", ""action_id"": ""B003_action_timestep_9"", ""action_sequence"": 1, ""action_type"": ""publish_offers"", ""actor_id"": ""B003"", ""actor_type"": ""bank"", ""bank_id"": ""B003"", ""timestep"": 9, ""visibility"": ""private""}'}"
9,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,9,9,B007-A-25,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-25"", ""action_sequence"": 9, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,9,9,B007-A-26,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-26"", ""action_sequence"": 9, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,9,9,B007-A-27,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-27"", ""action_sequence"": 9, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,9,9,B007-A-28,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-28"", ""action_sequence"": 9, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B007,B007,,,,,,marketing_campaign,,public,,9,9,B007-A-29,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-29"", ""action_sequence"": 9, ""action_type"": ""marketing_campaign"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B006,B006,,,,,,UPDATE_OFFERS,"The price war rages on. To reinforce our claim to market leadership, we are launching our most aggressive interest rate cuts to date across all loan products, supported by a significant marketing campaign.",public,,1,1,B006-action-9-1,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The price war rages on. To reinforce our claim to market leadership, we are launching our most aggressive interest rate cuts to date across all loan products, supported by a significant marketing campaign."", ""action_id"": ""B006-action-9-1"", ""action_sequence"": 1, ""action_type"": ""UPDATE_OFFERS"", ""actor_id"": ""B006"", ""actor_type"": ""bank"", ""bank_id"": ""B006"", ""timestep"": 9, ""visibility"": ""public""}'}"
9,bank_agent,bank,B002,B002,,,,,,strategy,"The price war persists with DKB and ING leading the market. To intensify our challenge and build on our ""Price War Offensive,"" we will escalate our aggressive pricing strategy. This involves another round of significant interest rate reductions across our core loan products, backed by a major, sustained marketing campaign to amplify our competitive stance and capture market share.",private,,1,1,A022_12,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The price war persists with DKB and ING leading the market. To intensify our challenge and build on our \\""Price War Offensive,\\"" we will escalate our aggressive pricing strategy. This involves another round of significant interest rate reductions across our core loan products, backed by a major, sustained marketing campaign to amplify our competitive stance and capture market share."", ""action_id"": ""A022"", ""action_sequence"": 1, ""action_type"": ""strategy"", ""actor_id"": ""B002"", ""actor_type"": ""bank"", ""bank_id"": ""B002"", ""timestep"": 9, ""visibility"": ""private""}'}"
9,bank_agent,bank,B001,B001,,,,,,management,"Launch 'Price Offensive' to challenge market leaders. We are escalating our participation in the price war by undercutting our previous rates across all loan products to actively compete with DKB, ING, and Volksbanken for market leadership.",private,,1,1,B001-action-9,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Launch \'Price Offensive\' to challenge market leaders. We are escalating our participation in the price war by undercutting our previous rates across all loan products to actively compete with DKB, ING, and Volksbanken for market leadership."", ""action_id"": ""B001-action-9"", ""action_sequence"": 1, ""action_type"": ""management"", ""actor_id"": ""B001"", ""actor_type"": ""bank"", ""bank_id"": ""B001"", ""timestep"": 9, ""visibility"": ""private""}'}"
9,bank_agent,bank,B008,B008,,,,,,management,"Santander will maintain its current aggressive pricing strategy to solidify its position in the ongoing price war. We will monitor market reaction to our highly competitive rates introduced in the previous timestep before making further adjustments. The focus remains on capturing market share in the personal, green energy, and car loan segments.",private,,8,8,action_B008_11,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Santander will maintain its current aggressive pricing strategy to solidify its position in the ongoing price war. We will monitor market reaction to our highly competitive rates introduced in the previous timestep before making further adjustments. The focus remains on capturing market share in the personal, green energy, and car loan segments."", ""action_id"": ""action_B008_11"", ""action_sequence"": 8, ""action_type"": ""management"", ""actor_id"": ""B008"", ""actor_type"": ""bank"", ""bank_id"": ""B008"", ""timestep"": 9, ""visibility"": ""private""}'}"
9,bank_agent,bank,B005,B005,,,,,,PricingManagement,"{""description"": ""In response to the escalating price war, we are further reducing our interest rates on Personal and Green Energy loans to solidify our position as a price leader and gain market share.""}",private,,1,1,B005-A-12,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""{\\""description\\"": \\""In response to the escalating price war, we are further reducing our interest rates on Personal and Green Energy loans to solidify our position as a price leader and gain market share.\\""}"", ""action_id"": ""B005-A-12"", ""action_sequence"": 1, ""action_type"": ""PricingManagement"", ""actor_id"": ""B005"", ""actor_type"": ""bank"", ""bank_id"": ""B005"", ""timestep"": 9, ""visibility"": ""private""}'}"
9,bank_agent,bank,B005,B005,,,,,,MarketingCampaign,"{""description"": ""Launch a new phase of our 'Price War Offensive' marketing campaign, allocating a 250,000 EUR budget to highlight our new, even lower interest rates and directly challenge competitors.""}",private,,2,2,B005-A-13,,8,9,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""{\\""description\\"": \\""Launch a new phase of our \'Price War Offensive\' marketing campaign, allocating a 250,000 EUR budget to highlight our new, even lower interest rates and directly challenge competitors.\\""}"", ""action_id"": ""B005-A-13"", ""action_sequence"": 2, ""action_type"": ""MarketingCampaign"", ""actor_id"": ""B005"", ""actor_type"": ""bank"", ""bank_id"": ""B005"", ""timestep"": 9, ""visibility"": ""private""}'}"
